"name","lng","lat","state","sector_label"
"National American University-Albuquerque West",-106.650691,35.20039,"NM","For-Profit"
"National American University-Austin",-97.697651,30.43869,"TX","For-Profit"
"National American University-Austin South",-97.814592,30.208608,"TX","For-Profit"
"National American University-Bellevue",-95.967131,41.14157,"NE","For-Profit"
"National American University-Bloomington",-93.228669,44.861375,"MN","For-Profit"
"National American University-Brooklyn Center",-93.307631,45.06714,"MN","For-Profit"
"National American University-Burnsville",-93.287498,44.772711,"MN","For-Profit"
"National American University-Centennial",-104.960121,39.56713,"CO","For-Profit"
"National American University-Colorado Springs",-104.790581,38.95211,"CO","For-Profit"
"National American University-Colorado Springs South",-104.722001,38.84748,"CO","For-Profit"
"National American University-Denver",-104.941649,39.691953,"CO","For-Profit"
"National American University-Ellsworth AFB Extension",-103.078655,44.148129,"SD","For-Profit"
"National American University-Georgetown",-97.695581,30.63086,"TX","For-Profit"
"National American University-Harold D. Buckingham Graduate School",-97.752171,30.35134,"TX","For-Profit"
"National American University-Houston",-95.593031,29.78323,"TX","For-Profit"
"National American University-Independence",-94.359588,39.051637,"MO","For-Profit"
"National American University-Indianapolis",-86.222601,39.92198,"IN","For-Profit"
"National American University-Lee's Summit",-94.402699,38.919799,"MO","For-Profit"
"National American University-Lewisville",-96.978131,32.99225,"TX","For-Profit"
"National American University-Mesquite",-96.625999,32.803598,"TX","For-Profit"
"National American University-Overland Park",-94.703896,38.941076,"KS","For-Profit"
"National American University-Rapid City",-103.250111,44.03123,"SD","For-Profit"
"National American University-Richardson",-96.768511,32.95517,"TX","For-Profit"
"National American University-Rochester",-92.497972,44.063199,"MN","For-Profit"
"National American University-Roseville",-93.170514,45.009683,"MN","For-Profit"
"National American University-Sioux Falls",-96.71729,43.4884,"SD","For-Profit"
"National American University-Tigard",-122.745721,45.422669,"OR","For-Profit"
"National American University-Tulsa",-95.905051,36.04691,"OK","For-Profit"
"National American University-Weldon Spring",-90.64441,38.728941,"MO","For-Profit"
"National American University-Wichita",-97.251731,37.722498,"KS","For-Profit"
"National American University-Wichita West",-97.440061,37.70923,"KS","For-Profit"
"National American University-Zona Rosa",-94.500869,38.967346,"MO","For-Profit"
"National Graduate School of Quality Management",-70.613737,41.561834,"MA","Private"
"National Louis University",-87.624805,41.879826,"IL","Private"
"National Paralegal College",-112.064151,33.53065,"AZ","For-Profit"
"National University",-117.244243,32.909469,"CA","Private"
"National University College-Arecibo",-66.719512,18.474217,"PR","For-Profit"
"National University College-Bayamon",-66.149,18.393027,"PR","For-Profit"
"National University College-Caguas",-66.038026,18.225575,"PR","For-Profit"
"National University College-Ponce",-66.60597,17.98043,"PR","For-Profit"
"National University College-Rio Grande",-65.852655,18.38022,"PR","For-Profit"
"National University of Health Sciences",-88.013153,41.861919,"IL","Private"
"National University of Natural Medicine",-122.678378,45.501565,"OR","Private"
"Navajo Technical University",-108.148058,35.687412,"NM","Public"
"Naval Postgraduate School",-121.874248,36.597159,"CA","Public"
"Nazarene Bible College",-104.751124,38.814124,"CO","Private"
"Nazarene Theological Seminary",-94.566459,39.01078,"MO","Private"
"Nazareth College",-77.514417,43.102406,"NY","Private"
"Nebraska Christian College of Hope International University",-96.09437,41.12314,"NE","Private"
"Nebraska Methodist College of Nursing & Allied Health",-96.048511,41.265973,"NE","Private"
"Nebraska Wesleyan University",-96.648414,40.838789,"NE","Private"
"Ner Israel Rabbinical College",-76.751799,39.387771,"MD","Private"
"Neumann University",-75.437928,39.874944,"PA","Private"
"Neumont University",-111.890571,40.76613,"UT","For-Profit"
"Nevada State College",-114.938929,35.987249,"NV","Public"
"New Brunswick Theological Seminary",-74.460811,40.501935,"NJ","Private"
"New College of Florida",-82.55858,27.384925,"FL","Public"
"New England College",-71.822928,43.177005,"NH","Private"
"New England College of Business and Finance",-71.056671,42.353619,"MA","For-Profit"
"New England College of Optometry",-71.086521,42.351656,"MA","Private"
"New England Culinary Institute",-72.55937,44.261202,"VT","For-Profit"
"New England Institute of Technology",-71.502892,41.661783,"RI","Private"
"New England Law-Boston",-71.0665,42.350833,"MA","Private"
"New England School of Acupuncture",-71.19491,42.363713,"MA","Private"
"New Hampshire Institute of Art",-71.458838,42.992752,"NH","Private"
"New Hope Christian College-Eugene",-123.153724,44.033123,"OR","Private"
"New Jersey City University",-74.08727,40.709937,"NJ","Public"
"New Jersey Institute of Technology",-74.177113,40.741997,"NJ","Public"
"New Mexico Highlands University",-105.222824,35.598982,"NM","Public"
"New Mexico Institute of Mining and Technology",-106.907491,34.066035,"NM","Public"
"New Mexico State University-Main Campus",-106.747841,32.282875,"NM","Public"
"New Orleans Baptist Theological Seminary",-90.043929,30.005105,"LA","Private"
"New Saint Andrews College",-117.001732,46.731991,"ID","Private"
"New York Academy of Art",-74.006019,40.718388,"NY","Private"
"New York Chiropractic College",-76.756232,42.91173,"NY","Private"
"New York College of Health Professions",-73.517755,40.807605,"NY","Private"
"New York College of Podiatric Medicine",-73.940306,40.804899,"NY","Private"
"New York College of Traditional Chinese Medicine",-73.638257,40.742666,"NY","Private"
"New York Film Academy",-118.335431,34.152,"CA","For-Profit"
"New York Institute of Technology",-73.608885,40.814402,"NY","Private"
"New York Law School",-74.006394,40.717393,"NY","Private"
"New York Medical College",-73.811241,41.084261,"NY","Private"
"New York School of Interior Design",-73.962404,40.768615,"NY","Private"
"New York Theological Seminary",-73.964081,40.811078,"NY","Private"
"New York University",-73.997264,40.729452,"NY","Private"
"Newberry College",-81.601966,34.286201,"SC","Private"
"Newbury College",-71.142082,42.331032,"MA","Private"
"Newman University",-97.378803,37.672306,"KS","Private"
"Newschool of Architecture and Design",-117.153305,32.71331,"CA","For-Profit"
"Niagara University",-79.037737,43.138222,"NY","Private"
"Nicholls State University",-90.802906,29.792689,"LA","Public"
"Nichols College",-71.929644,42.042462,"MA","Private"
"Nightingale College",-111.950461,41.18791,"UT","For-Profit"
"Norfolk State University",-76.26393,36.848262,"VA","Public"
"North American University",-95.468481,29.937288,"TX","Private"
"North Carolina A & T State University",-79.770152,36.076737,"NC","Public"
"North Carolina Central University",-78.898602,35.974237,"NC","Public"
"North Carolina State University at Raleigh",-78.674517,35.785111,"NC","Public"
"North Carolina Wesleyan College",-77.774231,36.017443,"NC","Private"
"North Central College",-88.143649,41.775304,"IL","Private"
"North Central University",-93.261429,44.969389,"MN","Private"
"North Dakota State University-Main Campus",-96.805689,46.894523,"ND","Public"
"North Greenville University",-82.37026,35.069758,"SC","Private"
"North Park University",-87.709142,41.9751,"IL","Private"
"North Seattle College",-122.33495,47.69976,"WA","Public"
"Northcentral University",-112.286177,34.598901,"AZ","For-Profit"
"Northeast Catholic College",-71.838691,43.325164,"NH","Private"
"Northeast Ohio Medical University",-81.245302,41.102919,"OH","Public"
"Northeastern Illinois University",-87.72013,41.980567,"IL","Public"
"Northeastern Seminary",-77.797762,43.12625,"NY","Private"
"Northeastern State University",-94.968528,35.920499,"OK","Public"
"Northeastern University",-71.088782,42.339992,"MA","Private"
"Northeastern University Professional Advancement Network",-71.115961,42.26599,"MA","Private"
"Northern Arizona University",-111.657653,35.180095,"AZ","Public"
"Northern Baptist Theological Seminary",-87.99844,41.840512,"IL","Private"
"Northern Illinois University",-88.766065,41.933791,"IL","Public"
"Northern Kentucky University",-84.465959,39.029221,"KY","Public"
"Northern Marianas College",145.721733,15.152247,"MP","Public"
"Northern Michigan University",-87.403857,46.558037,"MI","Public"
"Northern New Mexico College",-106.084395,36.004073,"NM","Public"
"Northern State University",-98.4837,45.452555,"SD","Public"
"Northland College",-90.874991,46.578983,"WI","Private"
"Northpoint Bible College",-71.079336,42.765366,"MA","Private"
"NorthShore University HealthSystem School of Nurse Anesthesia",-87.684445,42.065549,"IL","Private"
"Northwest Christian University",-123.079754,44.047483,"OR","Private"
"Northwest College of Art & Design",-122.604201,47.710943,"WA","For-Profit"
"Northwest Florida State College",-86.475467,30.537148,"FL","Public"
"Northwest Indian College",-122.614576,48.794334,"WA","Public"
"Northwest Institute of Literary Arts",-122.460161,48.00712,"WA","Private"
"Northwest Missouri State University",-94.884341,40.352706,"MO","Public"
"Northwest Nazarene University",-116.564792,43.563181,"ID","Private"
"Northwest University",-122.191505,47.657743,"WA","Private"
"Northwest University-College of Adult and Professional Studies",-122.19617,47.658397,"WA","Private"
"Northwestern College",-96.058382,42.998955,"IA","Private"
"Northwestern Health Sciences University",-93.311218,44.85097,"MN","Private"
"Northwestern Michigan College",-85.581808,44.767608,"MI","Public"
"Northwestern Oklahoma State University",-98.667596,36.796313,"OK","Public"
"Northwestern State University of Louisiana",-93.097715,31.750675,"LA","Public"
"Northwestern University",-87.673653,42.058377,"IL","Private"
"Northwood University",-84.276276,43.628996,"MI","Private"
"Northwood University-Texas",-96.967103,32.607123,"TX","Private"
"Norwich University",-72.660129,44.139402,"VT","Private"
"Nossi College of Art",-86.738521,36.24334,"TN","For-Profit"
"Notre Dame College",-81.516212,41.506938,"OH","Private"
"Notre Dame de Namur University",-122.284618,37.517501,"CA","Private"
"Notre Dame of Maryland University",-76.619701,39.351307,"MD","Private"
"Notre Dame Seminary Graduate School of Theology",-90.114185,29.958077,"LA","Private"
"Nova Southeastern University",-80.24248,26.079337,"FL","Private"
"Nueta Hidatsa Sahnish College",-102.472814,47.983311,"ND","Public"
"Nyack College",-73.931106,41.086425,"NY","Private"
"O'More College of Design",-86.868053,35.920971,"TN","Private"
"Oak Hills Christian College",-94.901701,47.425836,"MN","Private"
"Oakland City University",-87.351611,38.339606,"IN","Private"
"Oakland University",-83.220523,42.67449,"MI","Public"
"Oakwood University",-86.661628,34.756628,"AL","Private"
"Oberlin College",-82.221786,41.29474,"OH","Private"
"Oblate School of Theology",-98.503348,29.505488,"TX","Private"
"Occidental College",-118.210783,34.126224,"CA","Private"
"Oglala Lakota College",-102.240331,43.366813,"SD","Public"
"Oglethorpe University",-84.334756,33.875939,"GA","Private"
"Ohio Christian University",-82.905986,39.610895,"OH","Private"
"Ohio Dominican University",-82.940499,39.99265,"OH","Private"
"Ohio Northern University",-83.830729,40.766144,"OH","Private"
"Ohio State University-Lima Campus",-84.026195,40.737828,"OH","Public"
"Ohio State University-Main Campus",-83.009001,39.998389,"OH","Public"
"Ohio State University-Mansfield Campus",-82.578673,40.797259,"OH","Public"
"Ohio State University-Marion Campus",-83.085889,40.579444,"OH","Public"
"Ohio State University-Newark Campus",-82.447992,40.068353,"OH","Public"
"Ohio University-Chillicothe Campus",-83.00499,39.328076,"OH","Public"
"Ohio University-Eastern Campus",-80.962601,40.080475,"OH","Public"
"Ohio University-Lancaster Campus",-82.586069,39.738752,"OH","Public"
"Ohio University-Main Campus",-82.101064,39.326799,"OH","Public"
"Ohio University-Southern Campus",-82.666894,38.525115,"OH","Public"
"Ohio University-Zanesville Campus",-82.031063,39.96098,"OH","Public"
"Ohio Valley University",-81.5392,39.31236,"WV","Private"
"Ohio Wesleyan University",-83.067912,40.296912,"OH","Private"
"Ohr Hameir Theological Seminary",-73.889793,41.268725,"NY","Private"
"Oklahoma Baptist University",-96.934334,35.359949,"OK","Private"
"Oklahoma Christian University",-97.468312,35.609042,"OK","Private"
"Oklahoma City University",-97.541242,35.495271,"OK","Private"
"Oklahoma Panhandle State University",-101.638488,36.594518,"OK","Public"
"Oklahoma State University Center for Health Sciences",-96.004951,36.138426,"OK","Public"
"Oklahoma State University Institute of Technology",-95.940432,35.628588,"OK","Public"
"Oklahoma State University-Main Campus",-97.069743,36.123085,"OK","Public"
"Oklahoma State University-Oklahoma City",-97.583291,35.475272,"OK","Public"
"Oklahoma Wesleyan University",-95.954124,36.717752,"OK","Private"
"Old Dominion University",-76.309653,36.884919,"VA","Public"
"Olivet College",-84.922864,42.440908,"MI","Private"
"Olivet Nazarene University",-87.873654,41.155489,"IL","Private"
"Olympic College",-122.635751,47.575093,"WA","Public"
"Oral Roberts University",-95.954215,36.050705,"OK","Private"
"Oregon College of Art and Craft",-122.760915,45.510599,"OR","Private"
"Oregon College of Oriental Medicine",-122.671146,45.523897,"OR","Private"
"Oregon Health & Science University",-122.686096,45.498772,"OR","Public"
"Oregon Institute of Technology",-121.785177,42.257152,"OR","Public"
"Oregon State University",-123.274721,44.56274,"OR","Public"
"Oregon State University-Cascades Campus",-121.345776,44.070679,"OR","Public"
"Otis College of Art and Design",-118.416615,33.956607,"CA","Private"
"Ottawa University-Jeffersonville",-85.741171,38.284402,"IN","Private"
"Ottawa University-Kansas City",-94.68937,38.930925,"KS","Private"
"Ottawa University-Milwaukee",-88.115185,43.02963,"WI","Private"
"Ottawa University-Online",-95.263775,38.602692,"KS","Private"
"Ottawa University-Ottawa",-95.263776,38.602899,"KS","Private"
"Ottawa University-Phoenix",-112.113301,33.57172,"AZ","Private"
"Otterbein University",-82.936231,40.12534,"OH","Private"
"Ouachita Baptist University",-93.052442,34.125045,"AR","Private"
"Our Lady of the Lake College",-91.110471,30.40019,"LA","Private"
"Our Lady of the Lake University",-98.54395,29.425611,"TX","Private"
"Oxford Graduate School",-85.054851,35.468613,"TN","Private"
"Ozark Christian College",-94.510906,37.105242,"MO","Private"
"Pace University-New York",-74.004719,40.711014,"NY","Private"
"Pacific College",-117.873219,33.681307,"CA","For-Profit"
"Pacific College of Oriental Medicine-Chicago",-87.625761,41.88651,"IL","For-Profit"
"Pacific College of Oriental Medicine-New York",-74.006721,40.7088,"NY","For-Profit"
"Pacific College of Oriental Medicine-San Diego",-117.161027,32.778022,"CA","For-Profit"
"Pacific Islands University",144.803368,13.43689,"GU","Private"
"Pacific Lutheran Theological Seminary",-122.260201,37.898172,"CA","Private"
"Pacific Lutheran University",-122.445372,47.145494,"WA","Private"
"Pacific Northwest College of Art",-122.678851,45.52695,"OR","Private"
"Pacific Northwest University of Health Sciences",-120.45598,46.602872,"WA","Private"
"Pacific Oaks College",-118.151573,34.153073,"CA","Private"
"Pacific Rim Christian University",-157.888673,21.327878,"HI","Private"
"Pacific School of Religion",-122.263331,37.876599,"CA","Private"
"Pacific States University",-118.299841,34.0607,"CA","Private"
"Pacific Union College",-122.449639,38.57409,"CA","Private"
"Pacific University",-123.108777,45.521394,"OR","Private"
"Pacifica Graduate Institute",-119.580264,34.420464,"CA","For-Profit"
"Paier College of Art Inc",-72.935048,41.347714,"CT","For-Profit"
"Paine College",-81.991199,33.469259,"GA","Private"
"Palm Beach Atlantic University",-80.049758,26.704629,"FL","Private"
"Palm Beach State College",-80.087104,26.613214,"FL","Public"
"Palmer College of Chiropractic",-90.574607,41.529021,"IA","Private"
"Palo Alto University",-122.186022,37.383251,"CA","Private"
"Pardee RAND Graduate School",-118.49047,34.009975,"CA","Private"
"Park University",-94.677086,39.189477,"MO","Private"
"Parker University",-96.893572,32.880341,"TX","Private"
"Pasco-Hernando State College",-82.646727,28.2751,"FL","Public"
"Paul Quinn College",-96.755864,32.677195,"TX","Private"
"Paul Smiths College of Arts and Science",-74.245143,44.435638,"NY","Private"
"Payne Theological Seminary",-83.884871,39.715286,"OH","Private"
"Peirce College",-75.166332,39.945483,"PA","Private"
"Peninsula College",-123.41248,48.100618,"WA","Public"
"Pennsylvania Academy of the Fine Arts",-75.162718,39.954736,"PA","Private"
"Pennsylvania College of Art and Design",-76.308379,40.04108,"PA","Private"
"Pennsylvania College of Health Sciences",-76.303042,40.044998,"PA","Private"
"Pennsylvania College of Technology",-77.0265,41.2369,"PA","Public"
"Pennsylvania State University-College of Medicine",-76.675608,40.263635,"PA","Public"
"Pennsylvania State University-Dickinson Law",-77.197794,40.199443,"PA","Public"
"Pennsylvania State University-Main Campus",-77.861644,40.800732,"PA","Public"
"Pennsylvania State University-Penn State Abington",-75.110661,40.116995,"PA","Public"
"Pennsylvania State University-Penn State Altoona",-78.409112,40.540682,"PA","Public"
"Pennsylvania State University-Penn State Beaver",-80.296235,40.678254,"PA","Public"
"Pennsylvania State University-Penn State Berks",-75.972141,40.357987,"PA","Public"
"Pennsylvania State University-Penn State Brandywine",-75.447825,39.928355,"PA","Public"
"Pennsylvania State University-Penn State DuBois",-78.751784,41.126941,"PA","Public"
"Pennsylvania State University-Penn State Erie-Behrend College",-79.986362,42.120271,"PA","Public"
"Pennsylvania State University-Penn State Fayette- Eberly",-79.655871,39.946471,"PA","Public"
"Pennsylvania State University-Penn State Great Valley",-75.521311,40.052845,"PA","Public"
"Pennsylvania State University-Penn State Greater Allegheny",-79.827262,40.344474,"PA","Public"
"Pennsylvania State University-Penn State Harrisburg",-76.741961,40.205234,"PA","Public"
"Pennsylvania State University-Penn State Hazleton",-76.031567,40.984157,"PA","Public"
"Pennsylvania State University-Penn State Lehigh Valley",-75.401798,40.557651,"PA","Public"
"Pennsylvania State University-Penn State Mont Alto",-77.544068,39.841914,"PA","Public"
"Pennsylvania State University-Penn State New Kensington",-79.703269,40.55382,"PA","Public"
"Pennsylvania State University-Penn State Schuylkill",-76.166371,40.642583,"PA","Public"
"Pennsylvania State University-Penn State Shenango",-80.508204,41.234852,"PA","Public"
"Pennsylvania State University-Penn State Wilkes-Barre",-76.017242,41.306529,"PA","Public"
"Pennsylvania State University-Penn State Worthington Scranton",-75.620583,41.440258,"PA","Public"
"Pennsylvania State University-Penn State York",-76.702835,39.952327,"PA","Public"
"Pennsylvania State University-World Campus",-77.841657,40.832677,"PA","Public"
"Pensacola State College",-87.200622,30.480779,"FL","Public"
"Pentecostal Theological Seminary",-84.868326,35.162528,"TN","Private"
"Pepperdine University",-118.707677,34.041912,"CA","Private"
"Peru State College",-95.732731,40.474689,"NE","Public"
"Pfeiffer University",-80.283168,35.484696,"NC","Private"
"Philadelphia College of Osteopathic Medicine",-75.214198,40.006308,"PA","Private"
"Philadelphia University",-75.193684,40.021715,"PA","Private"
"Philander Smith College",-92.28242,34.73666,"AR","Private"
"Phillips Graduate University",-118.567631,34.24203,"CA","Private"
"Phillips School of Nursing at Mount Sinai Beth Israel",-73.991085,40.744884,"NY","Private"
"Phillips Theological Seminary",-95.868146,36.167983,"OK","Private"
"Phoenix Institute of Herbal Medicine & Acupuncture",-112.068783,33.52289,"AZ","For-Profit"
"Phoenix Seminary",-111.990628,33.480354,"AZ","Private"
"Piedmont College",-83.543216,34.56663,"GA","Private"
"Piedmont International University",-80.249121,36.088839,"NC","Private"
"Pierce College-Fort Steilacoom",-122.570935,47.172082,"WA",NA
"Pillar College",-74.169071,40.73837,"NJ","Private"
"Pima Medical Institute-Tucson",-110.921306,32.250448,"AZ","For-Profit"
"Pinchot University",-122.331181,47.60033,"WA","Private"
"Pine Manor College",-71.156973,42.319568,"MA","Private"
"Pioneer Pacific College",-122.76826,45.321099,"OR","For-Profit"
"Pittsburg State University",-94.704782,37.3913,"KS","Public"
"Pittsburgh Theological Seminary",-79.9209,40.46719,"PA","Private"
"Pitzer College",-117.705939,34.103408,"CA","Private"
"Platt College-Aurora",-104.854864,39.660664,"CO","For-Profit"
"Platt College-Los Angeles",-118.151838,34.081813,"CA","For-Profit"
"Platt College-North OKC",-97.563751,35.611128,"OK","For-Profit"
"Platt College-Ontario",-117.571744,34.068595,"CA","For-Profit"
"Platt College-Riverside",-117.298291,33.93284,"CA","For-Profit"
"Platt College-San Diego",-117.063483,32.76373,"CA","For-Profit"
"Platt College-Tulsa",-95.907011,36.107931,"OK","For-Profit"
"Plaza College",-73.831723,40.71503,"NY","For-Profit"
"Plymouth State University",-71.691164,43.757386,"NH","Public"
"Point Loma Nazarene University",-117.251204,32.713295,"CA","Private"
"Point Park University",-80.001462,40.438526,"PA","Private"
"Point University",-85.185134,32.879715,"GA","Private"
"Polk State College",-81.712932,28.030775,"FL","Public"
"Polytechnic University of Puerto Rico-Miami",-80.328852,25.809154,"FL","Private"
"Polytechnic University of Puerto Rico-Orlando",-81.254901,28.55145,"FL","Private"
"Pomona College",-117.711944,34.098298,"CA","Private"
"Ponce Health Sciences University",-66.620343,17.993242,"PR","For-Profit"
"Pontifical Catholic University of Puerto Rico-Arecibo",-66.679114,18.446006,"PR","Private"
"Pontifical Catholic University of Puerto Rico-Mayaguez",-67.143722,18.193323,"PR","Private"
"Pontifical Catholic University of Puerto Rico-Ponce",-66.61763,18.000652,"PR","Private"
"Pontifical College Josephinum",-83.01899,40.119967,"OH","Private"
"Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies",-76.998806,38.931427,"DC","Private"
"Pontifical John Paul II Institute for Studies on Marriage and Family",-76.997896,38.932716,"DC","Private"
"Pope St John XXIII National Seminary",-71.2717,42.3455,"MA","Private"
"Portland State University",-122.683553,45.511229,"OR","Public"
"Post University",-73.080525,41.535334,"CT","For-Profit"
"Potomac State College of West Virginia University",-78.983175,39.436935,"WV","Public"
"Prairie View A & M University",-95.992066,30.094591,"TX","Public"
"Pratt Institute-Main",-73.962149,40.691154,"NY","Private"
"Presbyterian College",-81.874408,34.465697,"SC","Private"
"Prescott College",-112.476509,34.5445,"AZ","Private"
"Presentation College",-98.49077,45.482833,"SD","Private"
"Presidio Graduate School",-122.475261,37.80026,"CA","Private"
"Princeton Theological Seminary",-74.665321,40.3457,"NJ","Private"
"Princeton University",-74.663603,40.34853,"NJ","Private"
"Principia College",-90.35007,38.948929,"IL","Private"
"Providence Christian College",-118.119911,34.17308,"CA","Private"
"Providence College",-71.43792,41.844064,"RI","Private"
"Provo College",-111.684063,40.244678,"UT","For-Profit"
"Pueblo Community College",-104.636396,38.263458,"CO",NA
"Puerto Rico Conservatory of Music",-66.068376,18.4206,"PR","Public"
"Purdue University-Calumet Campus",-87.47376,41.584742,"IN","Public"
"Purdue University-Main Campus",-86.914435,40.428206,"IN","Public"
"Purdue University-North Central Campus",-86.89523,41.583788,"IN","Public"
"Queens University of Charlotte",-80.832227,35.188929,"NC","Private"
"Quincy University",-91.387928,39.939235,"IL","Private"
"Quinnipiac University",-72.895542,41.419527,"CT","Private"
"Rabbi Jacob Joseph School",-74.399497,40.499821,"NJ","Private"
"Rabbinical Academy Mesivta Rabbi Chaim Berlin",-73.963702,40.618467,"NY","Private"
"Rabbinical College Beth Shraga",-74.072771,41.114311,"NY","Private"
"Rabbinical College Bobover Yeshiva Bnei Zion",-73.98544,40.63192,"NY","Private"
"Rabbinical College of America",-74.502182,40.811385,"NJ","Private"
"Rabbinical College of Ch'san Sofer New York",-73.979851,40.626507,"NY","Private"
"Rabbinical College of Long Island",-73.670034,40.586478,"NY","Private"
"Rabbinical College of Ohr Shimon Yisroel",-73.956537,40.704205,"NY","Private"
"Rabbinical College Ohr Yisroel",-73.896361,40.62989,"NY","Private"
"Rabbinical College Telshe",-81.48439,41.593433,"OH","Private"
"Rabbinical Seminary of America",-73.81769,40.72325,"NY","Private"
"Radford University",-80.549731,37.136914,"VA","Public"
"Ramapo College of New Jersey",-74.116384,41.007523,"NJ","Public"
"Randall University",-97.491107,35.300757,"OK","Private"
"Randolph College",-79.17079,37.437429,"VA","Private"
"Randolph-Macon College",-77.472253,37.749654,"VA","Private"
"Ranken Technical College",-90.249045,38.652886,"MO","Private"
"Rasmussen College-Florida",-82.19842,29.14081,"FL","For-Profit"
"Rasmussen College-Illinois",-88.998854,42.267628,"IL","For-Profit"
"Rasmussen College-Kansas",-95.751738,39.05634,"KS","For-Profit"
"Rasmussen College-Minnesota",-94.209068,45.556553,"MN","For-Profit"
"Rasmussen College-North Dakota",-96.848715,46.848362,"ND","For-Profit"
"Rasmussen College-Wisconsin",-88.080783,44.526244,"WI","For-Profit"
"Reconstructionist Rabbinical College",-75.151005,40.086061,"PA","Private"
"Red Rocks Community College",-105.150094,39.720277,"CO",NA
"Reed College",-122.63064,45.480376,"OR","Private"
"Reformed Presbyterian Theological Seminary",-79.897293,40.447851,"PA","Private"
"Regent University",-76.192844,36.800929,"VA","Private"
"Regis College",-71.309126,42.351105,"MA","Private"
"Regis University",-105.031385,39.78976,"CO","Private"
"Reinhardt University",-84.554657,34.318874,"GA","Private"
"Relay Graduate School of Education",-73.993381,40.74044,"NY","Private"
"Remington College of Nursing Orlando",-81.353591,28.775199,"FL","Private"
"Remington College-Dallas Campus",-96.654112,32.8606,"TX","Private"
"Remington College-Fort Worth Campus",-97.213562,32.775981,"TX","Private"
"Remington College-Heathrow Campus",-81.361171,28.7662,"FL","Private"
"Remington College-Honolulu Campus",-157.860023,21.309273,"HI","Private"
"Remington College-Memphis Campus",-89.989881,35.071403,"TN","Private"
"Remington College-North Houston Campus",-95.424917,29.946669,"TX",NA
"Remington College-Shreveport Campus",-93.793578,32.403166,"LA","Private"
"Remington College-Tampa Campus",-82.385976,27.983466,"FL","Private"
"Rensselaer Hartford Graduate Center Inc",-72.673916,41.773462,"CT","Private"
"Rensselaer Polytechnic Institute",-73.678768,42.728983,"NY","Private"
"Renton Technical College",-122.178944,47.488606,"WA","Public"
"Research College of Nursing",-94.558087,39.008747,"MO","For-Profit"
"Resurrection University",-87.685291,41.90748,"IL","Private"
"Rhode Island College",-71.466915,41.84266,"RI","Public"
"Rhode Island School of Design",-71.407692,41.825935,"RI","Private"
"Rhodes College",-89.989187,35.154424,"TN","Private"
"Rice University",-95.403625,29.716485,"TX","Private"
"Richmont Graduate University",-85.274642,35.036337,"TN","Private"
"Rider University",-74.742822,40.283122,"NJ","Private"
"Ringling College of Art and Design",-82.548598,27.35963,"FL","Private"
"Rio Grande Bible Institute",-98.172791,26.260535,"TX","Private"
"Rio Hondo College",-118.033329,34.019878,"CA",NA
"Ripon College",-88.8426,43.842383,"WI","Private"
"Rivier University",-71.455466,42.738343,"NH","Private"
"Roanoke College",-80.056433,37.29686,"VA","Private"
"Robert Morris University",-80.211785,40.521088,"PA","Private"
"Robert Morris University Illinois",-87.627068,41.876278,"IL","Private"
"Roberts Wesleyan College",-77.798964,43.126747,"NY","Private"
"Rochester College",-83.144959,42.667521,"MI","Private"
"Rochester Institute of Technology",-77.67521,43.090325,"NY","Private"
"Rockefeller University",-73.954912,40.762927,"NY","Private"
"Rockford University",-89.019536,42.270639,"IL","Private"
"Rockhurst University",-94.571249,39.030843,"MO","Private"
"Rocky Mountain College",-108.553899,45.796765,"MT","Private"
"Rocky Mountain College of Art and Design",-105.069911,39.74332,"CO","For-Profit"
"Rocky Mountain University of Health Professions",-111.655581,40.21123,"UT","For-Profit"
"Rocky Vista University",-104.814691,39.56304,"CO","For-Profit"
"Roger Williams University",-71.261836,41.647314,"RI","Private"
"Roger Williams University School of Law",-71.261978,41.650974,"RI","Private"
"Rogers State University",-95.635739,36.319609,"OK","Public"
"Rollins College",-81.348716,28.591992,"FL","Private"
"Roosevelt University",-87.624952,41.876055,"IL","Private"
"Rosalind Franklin University of Medicine and Science",-87.859632,42.300069,"IL","Private"
"Rose-Hulman Institute of Technology",-87.32357,39.480946,"IN","Private"
"Roseman University of Health Sciences",-115.066835,36.072723,"NV","Private"
"Rosemont College",-75.329898,40.034771,"PA","Private"
"Rowan University",-75.117974,39.709768,"NJ","Public"
"Rudolf Steiner College",-121.288571,38.63481,"CA","Private"
"Rush University",-87.667498,41.874911,"IL","Private"
"Rust College",-89.446999,34.776862,"MS","Private"
"Rutgers University-Camden",-75.125303,39.948628,"NJ","Public"
"Rutgers University-New Brunswick",-74.45051,40.503796,"NJ","Public"
"Rutgers University-Newark",-74.175294,40.741303,"NJ","Public"
"Sacred Heart Major Seminary",-83.111682,42.375248,"MI","Private"
"Sacred Heart Seminary and School of Theology",-88.04438,42.910829,"WI","Private"
"Sacred Heart University",-73.24461,41.221548,"CT","Private"
"SAE Expression College",-122.2954,37.847631,"CA","For-Profit"
"Saginaw Valley State University",-83.96434,43.55187,"MI","Public"
"Saint Ambrose University",-90.58098,41.540081,"IA","Private"
"Saint Anselm College",-71.508177,42.985066,"NH","Private"
"Saint Anthony College of Nursing",-89.108339,42.263191,"IL","Private"
"Saint Augustine College",-87.662806,41.972414,"IL","Private"
