"name","lng","lat","state","sector_label"
"EDP University of Puerto Rico Inc-San Sebastian",-66.990909,18.334858,"PR","Private"
"Edward Via College of Osteopathic Medicine",-80.406021,37.199666,"VA","Private"
"Edward Waters College",-81.684817,30.34513,"FL","Private"
"Elizabeth City State University",-76.210063,36.273539,"NC","Public"
"Elizabethtown College",-76.594175,40.150372,"PA","Private"
"Elizabethtown College School of Continuing and Professional Studies",-76.591579,40.149968,"PA","Private"
"Elmezzi Graduate School of Molecular Medicine",-73.702921,40.777947,"NY","Private"
"Elmhurst College",-87.946096,41.899215,"IL","Private"
"Elmira College",-76.811333,42.092724,"NY","Private"
"Elon University",-79.505632,36.104149,"NC","Private"
"Embry-Riddle Aeronautical University-Daytona Beach",-81.0495,29.189244,"FL","Private"
"Embry-Riddle Aeronautical University-Prescott",-112.452285,34.615678,"AZ","Private"
"Embry-Riddle Aeronautical University-Worldwide",-81.04951,29.18927,"FL","Private"
"Emerson College",-71.074037,42.35532,"MA","Private"
"Emmanuel College",-83.146825,34.282617,"GA","Private"
"Emmanuel College",-71.103038,42.341191,"MA","Private"
"Emmaus Bible College",-90.705921,42.509041,"IA","Private"
"Emory & Henry College",-81.831737,36.772543,"VA","Private"
"Emory University",-84.325782,33.798836,"GA","Private"
"Emperor's College of Traditional Oriental Medicine",-118.4847,34.0303,"CA","For-Profit"
"Empire College",-122.728642,38.467789,"CA","For-Profit"
"Emporia State University",-96.18014,38.414106,"KS","Public"
"Endicott College",-70.840729,42.554177,"MA","Private"
"Epic Bible College",-121.362221,38.64499,"CA","Private"
"Episcopal Divinity School",-71.125518,42.376558,"MA","Private"
"Episcopal Theological Seminary of the Southwest",-97.73266,30.293097,"TX","Private"
"Erikson Institute",-87.632238,41.890279,"IL","Private"
"Erskine College",-82.390797,34.330674,"SC","Private"
"Escuela de Artes Plasticas y Diseno de Puerto Rico",-66.111462,18.467401,"PR","Public"
"Eureka College",-89.268952,40.713042,"IL","Private"
"Evangel University",-93.262614,37.220956,"MO","Private"
"Evangelical Theological Seminary",-76.306252,40.372981,"PA","Private"
"Everest College-Springfield",-93.304743,37.18165,"MO","Private"
"Everest University-Brandon",-82.35034,27.980447,"FL","Private"
"Everest University-Jacksonville",-81.586366,30.219885,"FL","Private"
"Everest University-Lakeland",-81.945888,28.052908,"FL","Private"
"Everest University-Largo",-82.775886,27.915296,"FL","Private"
"Everest University-Melbourne",-80.657429,28.121687,"FL","Private"
"Everest University-North Orlando",-81.387438,28.610884,"FL","Private"
"Everest University-Orange Park",-81.706674,30.188758,"FL","Private"
"Everest University-Pompano Beach",-80.103598,26.234119,"FL","Private"
"Everest University-South Orlando",-81.426942,28.434702,"FL","Private"
"Everest University-Tampa",-82.497616,27.996582,"FL","Private"
"Everglades University",-80.108331,26.391218,"FL","Private"
"Excelsior College",-73.862204,42.704887,"NY","Private"
"Fairfield University",-73.25778,41.160732,"CT","Private"
"Fairleigh Dickinson University-Florham Campus",-74.435359,40.777364,"NJ","Private"
"Fairleigh Dickinson University-Metropolitan Campus",-74.030023,40.896162,"NJ","Private"
"Fairmont State University",-80.161844,39.485925,"WV","Public"
"Faith Baptist Bible College and Theological Seminary",-93.624208,41.736338,"IA","Private"
"Faith International University",-122.515945,47.280177,"WA","Private"
"Faith Theological Seminary",-76.606111,39.3718,"MD","Private"
"Family of Faith Christian University",-96.90224,35.46199,"OK","Private"
"Farmingdale State College",-73.426371,40.75408,"NY","Public"
"Fashion Institute of Technology",-73.994781,40.74731,"NY","Public"
"Faulkner University",-86.21641,32.384181,"AL","Private"
"Fayetteville State University",-78.894709,35.072485,"NC","Public"
"Feather River Community College District",-120.970877,39.952395,"CA",NA
"Felician University",-74.096452,40.867272,"NJ","Private"
"Ferris State University",-85.483509,43.687464,"MI","Public"
"Ferrum College",-80.020864,36.926648,"VA","Private"
"FIDM-Fashion Institute of Design & Merchandising-Los Angeles",-118.25993,34.044209,"CA","For-Profit"
"FIDM-Fashion Institute of Design & Merchandising-San Francisco",-122.406503,37.786324,"CA","For-Profit"
"Fielding Graduate University",-119.717161,34.42941,"CA","Private"
"Finlandia University",-88.589392,47.12709,"MI","Private"
"Fisher College",-71.074125,42.355253,"MA","Private"
"Fisk University",-86.805671,36.16912,"TN","Private"
"Fitchburg State University",-71.789354,42.589345,"MA","Public"
"Five Branches University",-121.998478,36.964133,"CA","For-Profit"
"Five Towns College",-73.369968,40.793327,"NY","For-Profit"
"Flagler College-St Augustine",-81.315256,29.89335,"FL","Private"
"Flagler College-Tallahassee",-84.341098,30.444664,"FL","Private"
"Florida Agricultural and Mechanical University",-84.285644,30.428554,"FL","Public"
"Florida Atlantic University",-80.102293,26.372536,"FL","Public"
"Florida Coastal School of Law",-81.580093,30.232676,"FL","For-Profit"
"Florida College",-82.383446,28.034911,"FL","Private"
"Florida College of Integrative Medicine",-81.401757,28.46359,"FL","For-Profit"
"Florida Gateway College",-82.569667,30.174307,"FL","Public"
"Florida Gulf Coast University",-81.773578,26.464262,"FL","Public"
"Florida Institute of Technology",-80.624628,28.064503,"FL","Private"
"Florida Institute of Technology-Online",-80.618811,28.06469,"FL","Private"
"Florida International University",-80.377591,25.757111,"FL","Public"
"Florida Memorial University",-80.270672,25.917854,"FL","Private"
"Florida National University-Main Campus",-80.322355,25.86178,"FL","For-Profit"
"Florida Polytechnic University",-81.8512,28.150699,"FL","Public"
"Florida Southern College",-81.945791,28.031507,"FL","Private"
"Florida SouthWestern State College",-81.887375,26.554737,"FL","Public"
"Florida State College at Jacksonville",-81.659901,30.334918,"FL","Public"
"Florida State University",-84.294801,30.4421,"FL","Public"
"Florida Technical College",-81.196091,28.57316,"FL","For-Profit"
"Fontbonne University",-90.315712,38.642697,"MO","Private"
"Foothill College",-122.12833,37.361104,"CA",NA
"Fordham University",-73.889578,40.861183,"NY","Private"
"Fort Hays State University",-99.340493,38.872436,"KS","Public"
"Fort Lewis College",-107.867003,37.275428,"CO","Public"
"Fort Valley State University",-83.895548,32.538163,"GA","Public"
"Fountainhead College of Technology",-84.128271,35.91684,"TN","For-Profit"
"Framingham State University",-71.437175,42.297289,"MA","Public"
"Francis Marion University",-79.655515,34.192277,"SC","Public"
"Franciscan School of Theology",-117.319616,33.23023,"CA","Private"
"Franciscan University of Steubenville",-80.623094,40.376086,"OH","Private"
"Frank Lloyd Wright School of Architecture",-111.846477,33.60715,"AZ","Private"
"Franklin and Marshall College",-76.319037,40.048045,"PA","Private"
"Franklin College",-86.047182,39.478298,"IN","Private"
"Franklin Pierce University",-72.057875,42.782305,"NH","Private"
"Franklin University",-82.991825,39.958402,"OH","Private"
"Franklin W Olin College of Engineering",-71.264047,42.292842,"MA","Private"
"Freed-Hardeman University",-88.639418,35.440073,"TN","Private"
"Fremont College",-118.098316,33.867773,"CA","For-Profit"
"Fresno Pacific University",-119.731953,36.725279,"CA","Private"
"Friends University",-97.366666,37.678495,"KS","Private"
"Frontier Nursing University",-83.376447,37.16363,"KY","Private"
"Frostburg State University",-78.933871,39.651509,"MD","Public"
"Full Sail University",-81.301286,28.596546,"FL","For-Profit"
"Fuller Theological Seminary in California",-118.140261,34.14778,"CA","Private"
"Furman University",-82.441473,34.920785,"SC","Private"
"Future Generations Graduate School",-79.405415,38.70906,"WV","Private"
"Galen College of Nursing-Louisville",-85.697564,38.27732,"KY","For-Profit"
"Gallaudet University",-76.993675,38.907371,"DC","Private"
"Gannon University",-80.086258,42.126111,"PA","Private"
"Gardner-Webb University",-81.668141,35.24732,"NC","Private"
"Garrett-Evangelical Theological Seminary",-87.676721,42.053318,"IL","Private"
"Gemini School of Visual Arts & Communication",-97.846101,30.50924,"TX","For-Profit"
"Geneva College",-80.352545,40.773474,"PA","Private"
"George Fox University",-122.968394,45.30399,"OR","Private"
"George Mason University",-77.30794,38.83088,"VA","Public"
"George Washington University",-77.047871,38.89865,"DC","Private"
"Georgetown College",-84.554583,38.207934,"KY","Private"
"Georgetown University",-77.073463,38.908809,"DC","Private"
"Georgia Christian University",-84.268021,33.92835,"GA","Private"
"Georgia College and State University",-83.231962,33.082787,"GA","Public"
"Georgia Gwinnett College",-84.001135,33.979915,"GA","Public"
"Georgia Highlands College",-85.207356,34.169791,"GA","Public"
"Georgia Institute of Technology-Main Campus",-84.396019,33.773732,"GA","Public"
"Georgia Military College",-83.224401,33.07865,"GA",NA
"Georgia Southern University",-81.782201,32.427756,"GA","Public"
"Georgia Southwestern State University",-84.217755,32.058198,"GA","Public"
"Georgia State University",-84.38667,33.7527,"GA","Public"
"Georgian Court University",-74.22622,40.098706,"NJ","Private"
"Gettysburg College",-77.234982,39.836091,"PA","Private"
"Glenville State College",-80.833597,38.935341,"WV","Public"
"Global Health College",-77.138551,38.81331,"VA","For-Profit"
"Globe Institute of Technology",-74.006011,40.714909,"NY","For-Profit"
"Globe University-Appleton",-88.482319,44.263879,"WI","For-Profit"
"Globe University-Eau Claire",-91.42789,44.768275,"WI","For-Profit"
"Globe University-La Crosse",-91.19182,43.87803,"WI","For-Profit"
"Globe University-Madison East",-89.302031,43.14834,"WI","For-Profit"
"Globe University-Minneapolis",-93.272232,44.975817,"MN","For-Profit"
"Globe University-Sioux Falls",-96.786599,43.498932,"SD","For-Profit"
"Globe University-Woodbury",-92.941145,44.946656,"MN","For-Profit"
"Globe University–Green Bay",-87.998291,44.45533,"WI","For-Profit"
"Globe University–Madison West",-89.52793,43.087708,"WI","For-Profit"
"Globe University–Wausau",-89.63619,44.85984,"WI","For-Profit"
"Goddard College",-72.437252,44.27912,"VT","Private"
"Gods Bible School and College",-84.506036,39.115484,"OH","Private"
"Golden Gate University-San Francisco",-122.398785,37.789208,"CA","Private"
"Goldey-Beacom College",-75.694018,39.742464,"DE","Private"
"Gonzaga University",-117.403062,47.668144,"WA","Private"
"Good Samaritan College of Nursing and Health Science",-84.523399,39.140162,"OH","Private"
"Goodwin College",-72.6403,41.74405,"CT","Private"
"Gordon College",-70.819133,42.588173,"MA","Private"
"Gordon State College",-84.152548,33.045208,"GA","Public"
"Gordon-Conwell Theological Seminary",-70.846387,42.613475,"MA","Private"
"Goshen College",-85.826766,41.564254,"IN","Private"
"Goucher College",-76.594843,39.410175,"MD","Private"
"Governors State University",-87.717012,41.448603,"IL","Public"
"Grace Bible College",-85.692077,42.919541,"MI","Private"
"Grace College and Theological Seminary",-85.813931,41.226473,"IN","Private"
"Grace College of Divinity",-78.961201,35.059,"NC","Private"
"Grace Mission University",-117.957072,33.866566,"CA","Private"
"Grace School of Theology",-95.472361,30.20578,"TX","Private"
"Grace University",-95.92789,41.244723,"NE","Private"
"Graceland University-Lamoni",-93.924893,40.615966,"IA","Private"
"Graduate Theological Union",-122.261847,37.87554,"CA","Private"
"Grambling State University",-92.717367,32.522702,"LA","Public"
"Grand Canyon University",-112.129917,33.512172,"AZ","For-Profit"
"Grand Valley State University",-85.887519,42.965208,"MI","Public"
"Grand View University",-93.605016,41.620909,"IA","Private"
"Granite State College",-71.527241,43.19291,"NH","Public"
"Grantham University",-94.771491,38.92258,"KS","For-Profit"
"Gratz College",-75.133025,40.065782,"PA","Private"
"Grays Harbor College",-123.802931,46.953411,"WA",NA
"Great Basin College",-115.76733,40.84242,"NV","Public"
"Great Lakes Christian College",-84.638714,42.754249,"MI","Private"
"Green Mountain College",-73.241107,43.517134,"VT","Private"
"Green River College",-122.178175,47.312277,"WA","Public"
"Greensboro College",-79.800232,36.071082,"NC","Private"
"Greenville College",-89.409178,38.894751,"IL","Private"
"Grinnell College",-92.721246,41.747048,"IA","Private"
"Grove City College",-80.079836,41.157827,"PA","Private"
"Guilford College",-79.888848,36.092563,"NC","Private"
"Gulf Coast State College",-85.727249,30.186104,"FL","Public"
"Gurnick Academy of Medical Arts",-122.307891,37.54763,"CA","For-Profit"
"Gustavus Adolphus College",-93.971928,44.324968,"MN","Private"
"Gwynedd Mercy University",-75.238052,40.197566,"PA","Private"
"Hallmark University",-98.568626,29.538447,"TX","Private"
"Hamilton College",-75.408853,43.047809,"NY","Private"
"Hamilton Technical College",-90.560088,41.573888,"IA","For-Profit"
"Hamline University",-93.163983,44.965696,"MN","Private"
"Hampden-Sydney College",-78.461371,37.242482,"VA","Private"
"Hampshire College",-72.532401,42.324772,"MA","Private"
"Hampton University",-76.331108,37.0199,"VA","Private"
"Hannibal-LaGrange University",-91.391423,39.730785,"MO","Private"
"Hanover College",-85.461086,38.712488,"IN","Private"
"Hardin-Simmons University",-99.733815,32.476786,"TX","Private"
"Harding University",-91.729008,35.249605,"AR","Private"
"Harrington College of Design",-87.624659,41.877227,"IL","For-Profit"
"Harris-Stowe State University",-90.224288,38.631744,"MO","Public"
"Harrisburg University of Science and Technology",-76.8808,40.261303,"PA","Private"
"Harrison College-Grove City",-83.04592,39.88221,"OH","For-Profit"
"Harrison College-Indianapolis",-86.147857,39.766871,"IN","For-Profit"
"Hartford Seminary",-72.707766,41.769861,"CT","Private"
"Hartwick College",-75.073609,42.454023,"NY","Private"
"Harvard University",-71.118177,42.374429,"MA","Private"
"Harvey Mudd College",-117.710594,34.106137,"CA","Private"
"Haskell Indian Nations University",-95.232513,38.937786,"KS","Public"
"Hastings College",-98.373641,40.590448,"NE","Private"
"Haverford College",-75.302562,40.013368,"PA","Private"
"Hawaii Pacific University",-157.859401,21.31027,"HI","Private"
"Hazelden Betty Ford Graduate School of Addiction Studies",-92.796687,45.377896,"MN","Private"
"Hebrew College",-71.190525,42.3264,"MA","Private"
"Hebrew Theological College",-87.761119,42.011055,"IL","Private"
"Hebrew Union College-Jewish Institute of Religion",-73.994499,40.728938,"NY","Private"
"Heidelberg University",-83.166581,41.114337,"OH","Private"
"Helene Fuld College of Nursing",-73.943009,40.802506,"NY","Private"
"Hellenic College-Holy Cross Greek Orthodox School of Theology",-71.129418,42.317018,"MA","Private"
"Henderson State University",-93.060313,34.127792,"AR","Public"
"Hendrix College",-92.442021,35.09972,"AR","Private"
"Henry Ford College",-83.238409,42.324577,"MI",NA
"Heritage Bible College",-78.613355,35.268445,"NC","Private"
"Heritage Christian University",-87.662062,34.859089,"AL","Private"
"Heritage University",-120.395287,46.374571,"WA","Private"
"Herzing University-Akron",-81.493109,41.02817,"OH","For-Profit"
"Herzing University-Atlanta",-84.362635,33.846627,"GA","For-Profit"
"Herzing University-Birmingham",-86.832299,33.468105,"AL","For-Profit"
"Herzing University-Brookfield",-88.115591,43.02727,"WI","For-Profit"
"Herzing University-Kenner",-90.240873,30.001701,"LA","For-Profit"
"Herzing University-Kenosha",-87.857441,42.60368,"WI","For-Profit"
"Herzing University-Madison",-89.291617,43.143622,"WI","For-Profit"
"Herzing University-Minneapolis",-93.366498,45.056273,"MN","For-Profit"
"Herzing University-Toledo",-83.665453,41.639266,"OH","For-Profit"
"Herzing University-Winter Park",-81.311841,28.61586,"FL","For-Profit"
"Hesston College",-97.433266,38.134487,"KS","Private"
"Hickey College",-90.408635,38.709193,"MO","For-Profit"
"High Point University",-79.994545,35.972674,"NC","Private"
"High Tech High Graduate School of Education",-117.220681,32.72875,"CA","Private"
"Highline College",-122.302593,47.388331,"WA","Public"
"Hilbert College",-78.82029,42.75505,"NY","Private"
"Hillsdale College",-84.631501,41.931429,"MI","Private"
"Hiram College",-81.142886,41.312294,"OH","Private"
"Hiwassee College",-84.364631,35.557691,"TN","Private"
"Hobart William Smith Colleges",-76.984533,42.857725,"NY","Private"
"Hobe Sound Bible College",-80.132413,27.066473,"FL","Private"
"Hodges University",-81.741241,26.277222,"FL","Private"
"Hofstra University",-73.60078,40.715959,"NY","Private"
"Hollins University",-79.942196,37.354629,"VA","Private"
"Holy Apostles College and Seminary",-72.647853,41.60682,"CT","Private"
"Holy Cross College",-86.253668,41.699982,"IN","Private"
"Holy Family University",-74.990365,40.060414,"PA","Private"
"Holy Names University",-122.18717,37.802654,"CA","Private"
"Homestead Schools",-118.350152,33.808573,"CA","Private"
"Hondros College of Nursing",-82.901039,40.084407,"OH","For-Profit"
"Hood College",-77.419282,39.421908,"MD","Private"
"Hood Theological Seminary",-80.480643,35.644603,"NC","Private"
"Hope College",-86.105376,42.788052,"MI","Private"
"Hope International University",-117.88573,33.87616,"CA","Private"
"Horizon University",-117.181071,32.81491,"CA","Private"
"Houghton College",-78.156882,42.426841,"NY","Private"
"Houston Baptist University",-95.515978,29.694414,"TX","Private"
"Houston Graduate School of Theology",-95.448779,29.673326,"TX","Private"
"Howard Payne University",-98.984956,31.716345,"TX","Private"
"Howard University",-77.019478,38.920739,"DC","Private"
"Huertas College",-66.031484,18.219116,"PR","For-Profit"
"Hult International Business School",-71.070721,42.36988,"MA","Private"
"Humacao Community College",-65.826368,18.148339,"PR","Private"
"Humboldt State University",-124.0814,40.8741,"CA","Public"
"Humphreys University-Stockton and Modesto Campuses",-121.316401,38.011051,"CA","Private"
"Huntingdon College",-86.285313,32.350939,"AL","Private"
"Huntington University",-85.499624,40.89907,"IN","Private"
"Huntsville Bible College",-86.594888,34.750363,"AL","Private"
"Hussian College School of Art",-75.147292,39.952851,"PA","For-Profit"
"Hussian College-Relativity Campus California",-118.260085,34.054384,"CA","For-Profit"
"Husson University",-68.791753,44.825657,"ME","Private"
"Huston-Tillotson University",-97.721698,30.264672,"TX","Private"
"Icahn School of Medicine at Mount Sinai",-73.953445,40.789801,"NY","Private"
"Idaho State University",-112.429084,42.864108,"ID","Public"
"IGlobal University",-77.210923,38.833048,"VA","For-Profit"
"Iliff School of Theology",-104.959703,39.674876,"CO","Private"
"Illinois College",-90.246256,39.730827,"IL","Private"
"Illinois College of Optometry",-87.623016,41.835447,"IL","Private"
"Illinois Institute of Technology",-87.628346,41.833801,"IL","Private"
"Illinois State University",-88.99234,40.509724,"IL","Public"
"Illinois Wesleyan University",-88.990622,40.491522,"IL","Private"
"Immaculata University",-75.57063,40.027963,"PA","Private"
"Independence University",-111.869981,40.68428,"UT","Private"
"Indian River State College",-80.35785,27.423121,"FL","Public"
"Indiana Institute of Technology",-85.11795,41.078338,"IN","Private"
"Indiana State University",-87.407085,39.46873,"IN","Public"
"Indiana University of Pennsylvania-Main Campus",-79.159869,40.615589,"PA","Public"
"Indiana University-Bloomington",-86.526904,39.166383,"IN","Public"
"Indiana University-East",-84.886187,39.867099,"IN","Public"
"Indiana University-Kokomo",-86.132096,40.459913,"IN","Public"
"Indiana University-Northwest",-87.338457,41.556723,"IN","Public"
"Indiana University-Purdue University-Fort Wayne",-85.111747,41.115418,"IN","Public"
"Indiana University-Purdue University-Indianapolis",-86.172217,39.772948,"IN","Public"
"Indiana University-South Bend",-86.222958,41.665746,"IN","Public"
"Indiana University-Southeast",-85.819376,38.342992,"IN","Public"
"Indiana Wesleyan University-Marion",-85.661991,40.518495,"IN","Private"
"Institute for Clinical Social Work",-87.627181,41.87631,"IL","Private"
"Institute for Doctoral Studies in the Visual Arts",-70.272161,43.65405,"ME","Private"
"Institute of American Indian and Alaska Native Culture and Arts Development",-106.010015,35.586563,"NM","Public"
"Institute of Clinical Acupuncture & Oriental Med",-157.860879,21.313924,"HI","For-Profit"
"Institute of Production and Recording",-93.272141,44.98218,"MN","For-Profit"
"Institute of Taoist Education and Acupuncture",-105.138528,39.987278,"CO","Private"
"Institute of World Politics",-77.036112,38.910537,"DC","Private"
"Inter American University of Puerto Rico-Aguadilla",-67.121671,18.467886,"PR","Private"
"Inter American University of Puerto Rico-Arecibo",-66.75901,18.47509,"PR","Private"
"Inter American University of Puerto Rico-Barranquitas",-66.303314,18.182702,"PR","Private"
"Inter American University of Puerto Rico-Bayamon",-66.182599,18.350898,"PR","Private"
"Inter American University of Puerto Rico-Fajardo",-65.648485,18.329194,"PR","Private"
"Inter American University of Puerto Rico-Guayama",-66.1101,17.98,"PR","Private"
"Inter American University of Puerto Rico-Metro",-66.077711,18.368988,"PR","Private"
"Inter American University of Puerto Rico-Ponce",-66.578498,18.007388,"PR","Private"
"Inter American University of Puerto Rico-San German",-67.053808,18.083957,"PR","Private"
"Inter American University of Puerto Rico-School of Law",-66.072656,18.428145,"PR","Private"
"Inter American University of Puerto Rico-School of Optometry",-66.182742,18.35226,"PR","Private"
"Interdenominational Theological Center",-84.410337,33.754904,"GA","Private"
"Interior Designers Institute",-117.865722,33.641393,"CA","For-Profit"
"International Academy of Design and Technology-Sacramento",-121.520835,38.655362,"CA","For-Profit"
"International Academy of Design and Technology-Troy",-83.118548,42.55061,"MI","For-Profit"
"International Baptist College and Seminary",-111.885255,33.27593,"AZ","Private"
"International Business College-Fort Wayne",-85.25934,41.035246,"IN","For-Profit"
"International Institute for Restorative Practices",-75.381744,40.621681,"PA","Private"
"International Technological University",-121.930991,37.38881,"CA","Private"
"Iona College",-73.785635,40.927107,"NY","Private"
"Iowa State University",-93.648353,42.026368,"IA","Public"
"Iowa Wesleyan University",-91.552588,40.973689,"IA","Private"
"Irell & Manella Graduate School of Biological Sciences at City of Hope",-117.972791,34.129048,"CA","Private"
"Ithaca College",-76.495057,42.42264,"NY","Private"
"ITT Technical Institute-Akron",-81.623631,41.13436,"OH","For-Profit"
"ITT Technical Institute-Albuquerque",-106.59258,35.164904,"NM","For-Profit"
"ITT Technical Institute-Arlington",-97.106932,32.760196,"TX","For-Profit"
"ITT Technical Institute-Arlington Heights",-88.006221,42.14508,"IL","For-Profit"
"ITT Technical Institute-Arnold",-90.386702,38.408913,"MO","For-Profit"
"ITT Technical Institute-Atlanta",-84.405422,33.612408,"GA","For-Profit"
"ITT Technical Institute-Aurora",-104.826141,39.67687,"CO","For-Profit"
"ITT Technical Institute-Austin",-97.698972,30.322895,"TX","For-Profit"
"ITT Technical Institute-Baton Rouge",-91.024815,30.36585,"LA","For-Profit"
"ITT Technical Institute-Bessemer",-86.915593,33.33934,"AL","For-Profit"
"ITT Technical Institute-Boise",-116.335509,43.660091,"ID","For-Profit"
"ITT Technical Institute-Brooklyn Center",-93.301171,45.06658,"MN","For-Profit"
"ITT Technical Institute-Canton",-83.44678,42.293021,"MI","For-Profit"
"ITT Technical Institute-Chantilly",-77.448915,38.891108,"VA","For-Profit"
"ITT Technical Institute-Charlotte North",-80.764873,35.338374,"NC","For-Profit"
"ITT Technical Institute-Charlotte South",-80.921103,35.182074,"NC","For-Profit"
"ITT Technical Institute-Chattanooga",-85.215739,35.009886,"TN","For-Profit"
"ITT Technical Institute-Clive",-93.77785,41.609177,"IA","For-Profit"
"ITT Technical Institute-Clovis",-119.701347,36.836556,"CA","For-Profit"
"ITT Technical Institute-Columbia",-81.104851,34.03282,"SC","For-Profit"
"ITT Technical Institute-Columbus",-82.869711,39.934326,"OH","For-Profit"
"ITT Technical Institute-Concord",-122.054354,37.975746,"CA","For-Profit"
"ITT Technical Institute-Cordova",-89.821499,35.18061,"TN","For-Profit"
"ITT Technical Institute-Corona",-117.50849,33.819,"CA","For-Profit"
"ITT Technical Institute-Dayton",-84.184899,39.834551,"OH","For-Profit"
"ITT Technical Institute-Dearborn",-83.261891,42.30379,"MI","For-Profit"
"ITT Technical Institute-DeSoto",-96.878011,32.59176,"TX","For-Profit"
"ITT Technical Institute-Douglasville",-84.771569,33.719097,"GA","For-Profit"
"ITT Technical Institute-Duluth",-84.176526,34.042875,"GA","For-Profit"
"ITT Technical Institute-Durham",-78.843491,35.91832,"NC","For-Profit"
"ITT Technical Institute-Earth City",-90.461159,38.757955,"MO","For-Profit"
"ITT Technical Institute-Eden Prairie",-93.403961,44.8613,"MN","For-Profit"
"ITT Technical Institute-Everett",-122.258707,47.929947,"WA","For-Profit"
"ITT Technical Institute-Fort Lauderdale",-80.252324,26.078932,"FL","For-Profit"
"ITT Technical Institute-Fort Myers",-81.808948,26.545169,"FL","For-Profit"
"ITT Technical Institute-Fort Wayne",-85.106441,41.170328,"IN","For-Profit"
"ITT Technical Institute-Green Bay",-88.105985,44.553214,"WI","For-Profit"
"ITT Technical Institute-Greenfield",-87.993353,42.960006,"WI","For-Profit"
"ITT Technical Institute-Greenville",-82.29693,34.83592,"SC","For-Profit"
"ITT Technical Institute-Hanover",-76.727461,39.17127,"MD","For-Profit"
"ITT Technical Institute-Henderson",-115.090811,36.02562,"NV","For-Profit"
"ITT Technical Institute-Hialeah",-80.296001,25.94018,"FL","For-Profit"
"ITT Technical Institute-High Point",-79.95817,36.051087,"NC","For-Profit"
"ITT Technical Institute-Hilliard",-83.121729,40.030759,"OH","For-Profit"
"ITT Technical Institute-Houston North",-95.426431,29.994458,"TX","For-Profit"
"ITT Technical Institute-Houston West",-95.539917,29.734106,"TX","For-Profit"
"ITT Technical Institute-Indianapolis",-86.223038,39.924786,"IN","For-Profit"
"ITT Technical Institute-Indianapolis East",-86.042651,39.80095,"IN","For-Profit"
"ITT Technical Institute-Jacksonville",-81.749055,30.199232,"FL","For-Profit"
"ITT Technical Institute-Johnson City",-82.430041,36.38156,"TN","For-Profit"
"ITT Technical Institute-Kansas City",-94.474973,39.04798,"MO","For-Profit"
"ITT Technical Institute-Kennesaw",-84.58903,34.03714,"GA","For-Profit"
"ITT Technical Institute-Knoxville",-84.088641,35.92112,"TN","For-Profit"
"ITT Technical Institute-Lake Mary",-81.366513,28.750041,"FL","For-Profit"
"ITT Technical Institute-Las Vegas",-115.190451,36.21675,"NV","For-Profit"
"ITT Technical Institute-Lathrop",-121.294377,37.809422,"CA","For-Profit"
"ITT Technical Institute-Lexington",-84.430416,38.008887,"KY","For-Profit"
"ITT Technical Institute-Little Rock",-92.409381,34.75153,"AR","For-Profit"
"ITT Technical Institute-Louisville",-85.816451,38.18239,"KY","For-Profit"
"ITT Technical Institute-Madison",-86.761493,34.673838,"AL","For-Profit"
"ITT Technical Institute-Madison",-89.380335,43.036277,"WI","For-Profit"
"ITT Technical Institute-Maumee",-83.689131,41.611157,"OH","For-Profit"
"ITT Technical Institute-Merrillville",-87.326153,41.464567,"IN","For-Profit"
"ITT Technical Institute-Mobile",-88.119728,30.668032,"AL","For-Profit"
"ITT Technical Institute-Murray",-111.917405,40.674978,"UT","For-Profit"
"ITT Technical Institute-Myrtle Beach",-78.796061,33.77514,"SC","For-Profit"
"ITT Technical Institute-Nashville",-86.663047,36.147005,"TN","For-Profit"
"ITT Technical Institute-National City",-117.106121,32.66182,"CA","For-Profit"
"ITT Technical Institute-Newburgh",-87.449341,37.979811,"IN","For-Profit"
"ITT Technical Institute-Norfolk",-76.218231,36.87995,"VA","For-Profit"
"ITT Technical Institute-North Charleston",-80.027451,32.90049,"SC","For-Profit"
"ITT Technical Institute-Norwood",-71.188334,42.200054,"MA","For-Profit"
"ITT Technical Institute-Norwood",-84.450673,39.166116,"OH","For-Profit"
"ITT Technical Institute-Oak Brook",-87.940271,41.84493,"IL","For-Profit"
"ITT Technical Institute-Oakland",-122.273311,37.80414,"CA","For-Profit"
"ITT Technical Institute-Oklahoma City",-97.545276,35.522152,"OK","For-Profit"
"ITT Technical Institute-Omaha",-96.074481,41.27011,"NE","For-Profit"
"ITT Technical Institute-Orange",-117.896171,33.77999,"CA","For-Profit"
"ITT Technical Institute-Orland Park",-87.899751,41.55342,"IL","For-Profit"
"ITT Technical Institute-Orlando",-81.366931,28.74898,"FL","For-Profit"
"ITT Technical Institute-Overland Park",-94.674121,38.91518,"KS","For-Profit"
"ITT Technical Institute-Owings Mills",-76.812747,39.429896,"MD","For-Profit"
"ITT Technical Institute-Oxnard",-119.145955,34.221029,"CA","For-Profit"
"ITT Technical Institute-Pensacola",-87.189509,30.495261,"FL","For-Profit"
"ITT Technical Institute-Phoenix",-112.114931,33.578675,"AZ","For-Profit"
"ITT Technical Institute-Phoenix West",-112.26423,33.467719,"AZ","For-Profit"
"ITT Technical Institute-Portland",-122.565544,45.575369,"OR","For-Profit"
"ITT Technical Institute-Rancho Cordova",-121.281506,38.59172,"CA","For-Profit"
