"","country","year","hourly_compensation"
"666","Brazil","2002.0",2.5699999332428
"667","Canada","2002.0",16.7999992370605
"668","Czech Rep.","2002.0",3.82999992370606
"669","Denmark","2002.0",23.8799991607666
"670","Finland","2002.0",19.75
"671","France","2002.0",16.8999996185303
"672","Germany","2002.0",24.3299999237061
"673","Greece","2002.0",6.42999982833862
"674","Hong Kong, China","2002.0",5.65999984741211
"675","Hungary","2002.0",3.9300000667572
"676","Ireland","2002.0",15.8500003814697
"677","Israel","2002.0",11
"678","Italy","2002.0",16.0900001525879
"679","Japan","2002.0",18.6299991607666
"680","Korea, Rep.","2002.0",8.77000045776367
"681","Luxembourg","2002.0",18.5200004577637
"682","Mexico","2002.0",2.49000000953674
"683","Netherlands","2002.0",22.1499996185303
"684","New Zealand","2002.0",9.10000038146973
"685","Norway","2002.0",27.9300003051758
"686","Philippines","2002.0",0.79000002145767
"687","Poland","2002.0",3.28999996185303
"688","Portugal","2002.0",5.03999996185303
"689","Singapore","2002.0",6.73999977111816
"690","Spain","2002.0",12.0500001907349
"691","Sri Lanka","2002.0",0.49000000953674
"692","Sweden","2002.0",21.1700000762939
"693","Switzerland","2002.0",23.7700004577637
"694","Taiwan","2002.0",5.6399998664856
"695","United Kingdom","2002.0",18.4300003051758
"696","United States","2002.0",21.6000003814697
"697","Australia","2003.0",19.7900009155273
"698","Austria","2003.0",25.4200000762939
"699","Belgium","2003.0",26.5499992370605
"700","Brazil","2003.0",2.74000000953674
"701","Canada","2003.0",19.6000003814697
"702","Czech Rep.","2003.0",4.71999979019165
"703","Denmark","2003.0",29.6299991607666
"704","Finland","2003.0",24.3500003814697
"705","France","2003.0",20.7399997711182
"706","Germany","2003.0",29.9300003051758
"707","Greece","2003.0",11.8599996566772
"708","Hong Kong, China","2003.0",5.53999996185303
"709","Hungary","2003.0",4.78999996185303
"710","Ireland","2003.0",19.7900009155273
"711","Israel","2003.0",11.6199998855591
"712","Italy","2003.0",20.2900009155273
"713","Japan","2003.0",20.3199996948242
"714","Korea, Rep.","2003.0",9.6899995803833
"715","Luxembourg","2003.0",22.8299999237061
"716","Mexico","2003.0",2.44000005722046
"717","Netherlands","2003.0",27.5200004577637
"718","New Zealand","2003.0",11.6899995803833
"719","Norway","2003.0",32.7299995422363
"720","Philippines","2003.0",0.79000002145767
"721","Poland","2003.0",3.51999998092651
"722","Portugal","2003.0",6.17999982833862
"723","Singapore","2003.0",7.23000001907349
"724","Spain","2003.0",15.1400003433228
"725","Sri Lanka","2003.0",0.50999999046326
"726","Sweden","2003.0",26.4200000762939
"727","Switzerland","2003.0",27.7900009155273
"728","Taiwan","2003.0",5.69000005722046
"729","United Kingdom","2003.0",21.2900009155273
"730","United States","2003.0",22.4799995422363
"731","Australia","2004.0",23.3799991607666
"732","Austria","2004.0",28.3899993896484
"733","Belgium","2004.0",30.0100002288818
"734","Brazil","2004.0",3.14000010490418
"735","Canada","2004.0",21.8500003814697
"736","Czech Rep.","2004.0",5.44999980926514
"737","Denmark","2004.0",33.6800003051758
"738","Finland","2004.0",27.7999992370605
"739","France","2004.0",23.2900009155273
"740","Germany","2004.0",33.0900001525879
"741","Greece","2004.0",14.6499996185303
"742","Hong Kong, China","2004.0",5.51000022888184
"743","Hungary","2004.0",5.67999982833862
"744","Ireland","2004.0",22.6700000762939
"745","Israel","2004.0",12.0100002288818
"746","Italy","2004.0",23.5699996948242
"747","Japan","2004.0",21.9500007629395
"748","Korea, Rep.","2004.0",10.8100004196167
"749","Luxembourg","2004.0",26.1800003051758
"750","Mexico","2004.0",2.44000005722046
"751","Netherlands","2004.0",30.8199996948242
"752","New Zealand","2004.0",13.6499996185303
"753","Norway","2004.0",36.4099998474121
"754","Philippines","2004.0",0.83999997377396
"755","Poland","2004.0",3.83999991416931
"756","Portugal","2004.0",6.96000003814697
"757","Singapore","2004.0",7.46999979019165
"758","Spain","2004.0",17.25
"759","Sri Lanka","2004.0",0.51999998092651
"760","Sweden","2004.0",30.0799999237061
"761","Switzerland","2004.0",30.2099990844727
"762","Taiwan","2004.0",5.98000001907349
"763","United Kingdom","2004.0",24.8199996948242
"764","United States","2004.0",23.1299991607666
"765","Australia","2005.0",25.1100006103516
"766","Austria","2005.0",29.3600006103516
"767","Belgium","2005.0",30.7900009155273
"768","Brazil","2005.0",4.15999984741211
"769","Canada","2005.0",23.9799995422363
"770","Czech Rep.","2005.0",6.03999996185303
"771","Denmark","2005.0",34.4500007629394
"772","Finland","2005.0",28.3799991607666
"773","France","2005.0",24
"774","Germany","2005.0",33.3400001525879
"775","Greece","2005.0",15.3100004196167
"776","Hong Kong, China","2005.0",5.65000009536743
"777","Hungary","2005.0",6.13000011444092
"778","Ireland","2005.0",24.1499996185303
"779","Israel","2005.0",12.3400001525879
"780","Italy","2005.0",24.2299995422363
"781","Japan","2005.0",21.5400009155273
"782","Korea, Rep.","2005.0",12.7399997711182
"783","Luxembourg","2005.0",27.2600002288818
"784","Mexico","2005.0",2.64000010490417
"785","Netherlands","2005.0",31.7999992370606
"786","New Zealand","2005.0",14.9700002670288
"787","Norway","2005.0",39.1699981689453
"788","Philippines","2005.0",0.9200000166893
"789","Poland","2005.0",4.51000022888184
"790","Portugal","2005.0",7.26999998092651
"791","Singapore","2005.0",7.30000019073486
"792","Spain","2005.0",17.9200000762939
"793","Sri Lanka","2005.0",0.54000002145767
"794","Sweden","2005.0",30.4599990844727
"795","Switzerland","2005.0",30.5
"796","Taiwan","2005.0",6.42000007629394
"797","United Kingdom","2005.0",25.7199993133545
"798","United States","2005.0",23.8099994659424
"799","Australia","2006.0",26.1399993896484
"800","Austria","2006.0",30.4599990844727
"801","Belgium","2006.0",31.8500003814697
"802","Brazil","2006.0",4.90999984741211
"803","Canada","2006.0",25.7399997711182
"804","Czech Rep.","2006.0",6.76999998092651
"805","Denmark","2006.0",35.4500007629394
"806","Finland","2006.0",29.8999996185303
"807","France","2006.0",24.8999996185303
"808","Germany","2006.0",34.2099990844727
"809","Greece","2006.0",16.1000003814697
"810","Hong Kong, China","2006.0",5.78000020980835
"811","Hungary","2006.0",6.28999996185303
"812","Ireland","2006.0",25.9599990844727
"813","Israel","2006.0",12.9799995422363
"814","Italy","2006.0",25.0699996948242
"815","Japan","2006.0",20.2000007629395
"816","Korea, Rep.","2006.0",14.7200002670288
"817","Luxembourg","2006.0",27.7399997711182
"818","Mexico","2006.0",2.75
"819","Netherlands","2006.0",32.3400001525879
"820","New Zealand","2006.0",14.4700002670288
"821","Norway","2006.0",41.0499992370606
"822","Philippines","2006.0",1.07000005245209
"823","Poland","2006.0",4.98999977111816
"824","Portugal","2006.0",7.65000009536743
"825","Singapore","2006.0",8.55000019073486
"826","Spain","2006.0",18.8299999237061
"827","Sweden","2006.0",31.7999992370606
"828","Switzerland","2006.0",30.6700000762939
"829","Taiwan","2006.0",6.42999982833862
"830","United Kingdom","2006.0",27.1000003814697
"831","United States","2006.0",23.8199996948242
